case_number,case_id,created_at,case_subtype,symptom_summary,asset_name,channel,case_status,support_tier,platform,country,handle_time_minutes,transfers,resolved_flag,csat_score,sentiment_score
7000183,CSE000183,2025-06-28T00:00:00.000Z,Account,Base station offline,Floodlight,Chat,In Progress,Tier 2,Web,CA,12,0,1,4,0.34
7000184,CSE000184,2025-06-03T00:00:00.000Z,Billing,App login issues,Camera,Email,Closed,Tier 2,iOS,AU,17,1,1,5,1.0
7000185,CSE000185,2025-06-06T00:00:00.000Z,Functionality,Device setup issue,Doorbell,Email,Closed,Tier 1,Unknown,AU,19,0,1,4,0.54
7000186,CSE000186,2025-07-20T00:00:00.000Z,Functionality,Subscription question,Doorbell,Chat,Closed,Tier 2,Android,DE,6,0,1,4,0.43
7000187,CSE000187,2025-07-02T00:00:00.000Z,Shipping,Device setup issue,Base Station,Chat,In Progress,Tier 1,iOS,AU,28,1,1,5,1.0
7000188,CSE000188,2025-06-14T00:00:00.000Z,Functionality,Subscription question,Chime,Chat,Closed,Tier 1,Web,DE,13,0,1,5,1.0
7000189,CSE000189,2025-06-25T00:00:00.000Z,Inquiry,Order status,Doorbell,Chat,Closed,Tier 1,Android,CA,26,0,1,5,1.0
7000190,CSE000190,2025-07-31T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Email,Closed,Tier 1,Web,AU,14,0,1,4,0.28
7000191,CSE000191,2025-07-25T00:00:00.000Z,Inquiry,Device setup issue,Camera,Phone,Closed,Tier 1,Unknown,AU,12,0,1,5,1.0
7000192,CSE000192,2025-07-03T00:00:00.000Z,Billing,Base station offline,Base Station,Phone,In Progress,Tier 1,Web,CA,18,0,1,4,0.52
7000193,CSE000193,2025-06-04T00:00:00.000Z,Inquiry,Order status,Chime,Phone,Closed,Tier 1,iOS,AU,3,0,0,2,-0.98
7000194,CSE000194,2025-06-23T00:00:00.000Z,Inquiry,Order status,Camera,Phone,Closed,Tier 1,iOS,AU,18,1,1,3,-0.56
7000195,CSE000195,2025-05-08T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Phone,Closed,Tier 1,Android,US,15,0,1,3,-0.31
7000196,CSE000196,2025-06-22T00:00:00.000Z,Functionality,Base station offline,Chime,Phone,Closed,Tier 2,Unknown,UK,25,1,1,5,0.62
7000197,CSE000197,2025-06-01T00:00:00.000Z,Connectivity,App login issues,Floodlight,Phone,Closed,Tier 2,iOS,CA,17,2,1,2,-0.37
7000198,CSE000198,2025-06-04T00:00:00.000Z,Shipping,Camera offline,Camera,Email,Closed,Tier 2,Android,US,21,1,1,3,-0.5
7000199,CSE000199,2025-07-07T00:00:00.000Z,Inquiry,Refund request,Doorbell,Email,Closed,Tier 1,iOS,UK,15,1,1,4,0.72
7000200,CSE000200,2025-05-17T00:00:00.000Z,Inquiry,App login issues,Chime,Email,Closed,Tier 1,iOS,US,18,0,1,4,-0.19
7000201,CSE000201,2025-07-05T00:00:00.000Z,Connectivity,Refund request,Camera,Chat,Closed,Tier 1,Web,UK,9,0,1,1,-1.0
7000202,CSE000202,2025-06-17T00:00:00.000Z,Connectivity,Subscription question,Chime,Phone,In Progress,Tier 1,iOS,DE,19,1,1,5,0.65
7000203,CSE000203,2025-07-11T00:00:00.000Z,Functionality,Refund request,Base Station,Chat,Closed,Tier 1,Android,DE,22,1,0,2,-0.09
7000204,CSE000204,2025-07-28T00:00:00.000Z,Connectivity,Subscription question,Chime,Chat,Closed,Tier 1,iOS,US,20,3,1,5,1.0
7000205,CSE000205,2025-06-06T00:00:00.000Z,Account,Base station offline,Doorbell,Phone,Closed,Tier 1,Web,US,18,1,1,4,1.0
7000206,CSE000206,2025-07-10T00:00:00.000Z,Shipping,Refund request,Chime,Chat,Closed,Tier 1,iOS,DE,17,0,1,2,-0.38
7000207,CSE000207,2025-07-07T00:00:00.000Z,Inquiry,No live stream,Doorbell,Phone,In Progress,Tier 1,iOS,AU,15,0,0,4,0.34
7000208,CSE000208,2025-06-17T00:00:00.000Z,Functionality,App login issues,Doorbell,Phone,Closed,Tier 1,iOS,UK,14,0,1,2,-0.09
7000209,CSE000209,2025-06-23T00:00:00.000Z,Functionality,Subscription question,Camera,Phone,Escalated,Tier 2,iOS,AU,17,1,1,5,0.89
7000210,CSE000210,2025-06-06T00:00:00.000Z,Billing,No live stream,Doorbell,Phone,Closed,Tier 1,Android,CA,22,1,1,4,0.82
7000211,CSE000211,2025-06-11T00:00:00.000Z,Functionality,Motion alerts delayed,Base Station,Chat,Closed,Tier 2,Unknown,CA,5,1,1,4,0.26
7000212,CSE000212,2025-05-27T00:00:00.000Z,Billing,Base station offline,Base Station,Email,Closed,Tier 1,Android,DE,16,0,1,1,-1.0
7000213,CSE000213,2025-07-07T00:00:00.000Z,Shipping,Refund request,Camera,Phone,Closed,Tier 1,iOS,DE,19,0,1,4,0.84
7000214,CSE000214,2025-07-11T00:00:00.000Z,Billing,Subscription question,Doorbell,Community,In Progress,Tier 1,iOS,UK,26,2,1,5,1.0
7000215,CSE000215,2025-05-02T00:00:00.000Z,Functionality,Camera offline,Chime,Community,Escalated,Tier 1,Android,US,28,0,1,2,-0.69
7000216,CSE000216,2025-06-02T00:00:00.000Z,Functionality,No live stream,Doorbell,Chat,Closed,Tier 2,Android,AU,6,0,1,4,1.0
7000217,CSE000217,2025-06-05T00:00:00.000Z,Functionality,Subscription question,Base Station,Chat,In Progress,Tier 1,iOS,DE,13,0,1,3,-0.1
7000218,CSE000218,2025-06-10T00:00:00.000Z,Inquiry,Base station offline,Chime,Email,Closed,Tier 1,iOS,AU,16,1,1,4,1.0
7000219,CSE000219,2025-06-07T00:00:00.000Z,Connectivity,Base station offline,Base Station,Phone,Closed,Tier 1,iOS,CA,20,0,1,2,-0.58
7000220,CSE000220,2025-05-22T00:00:00.000Z,Account,App login issues,Chime,Phone,Closed,Tier 1,iOS,CA,27,1,1,3,-0.24
7000221,CSE000221,2025-07-17T00:00:00.000Z,Connectivity,Base station offline,Camera,Phone,Closed,Tier 1,iOS,UK,16,0,1,5,1.0
7000222,CSE000222,2025-06-15T00:00:00.000Z,Inquiry,Subscription question,Doorbell,Phone,Closed,Tier 1,iOS,DE,24,0,0,4,1.0
7000223,CSE000223,2025-07-25T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Phone,Closed,Tier 3,iOS,AU,12,1,1,2,-0.09
7000224,CSE000224,2025-06-05T00:00:00.000Z,Functionality,Base station offline,Base Station,Community,Closed,Tier 1,Android,AU,12,0,1,2,-0.44
7000225,CSE000225,2025-05-09T00:00:00.000Z,Functionality,Device setup issue,Base Station,Chat,Closed,Tier 1,Android,DE,13,1,1,3,-0.59
7000226,CSE000226,2025-07-04T00:00:00.000Z,Inquiry,Base station offline,Doorbell,Chat,Closed,Tier 1,Android,CA,26,1,1,3,-0.81
7000227,CSE000227,2025-07-31T00:00:00.000Z,Inquiry,Order status,Base Station,Email,Closed,Tier 1,iOS,CA,14,0,1,5,0.52
7000228,CSE000228,2025-06-16T00:00:00.000Z,Functionality,Order status,Chime,Phone,Closed,Tier 1,iOS,CA,20,1,1,3,-0.48
7000229,CSE000229,2025-06-26T00:00:00.000Z,Billing,Camera offline,Doorbell,Chat,Closed,Tier 1,Android,US,16,0,1,5,0.6
7000230,CSE000230,2025-07-26T00:00:00.000Z,Shipping,No live stream,Base Station,Phone,Escalated,Tier 2,Android,UK,14,0,1,3,-0.31
7000231,CSE000231,2025-05-01T00:00:00.000Z,Inquiry,Device setup issue,Doorbell,Email,In Progress,Tier 1,Android,CA,14,0,1,5,1.0
7000232,CSE000232,2025-07-30T00:00:00.000Z,Connectivity,Camera offline,Base Station,Chat,Escalated,Tier 1,iOS,DE,15,1,0,5,1.0
7000233,CSE000233,2025-07-15T00:00:00.000Z,Account,App login issues,Doorbell,Email,Escalated,Tier 1,iOS,AU,5,0,1,5,1.0
7000234,CSE000234,2025-07-08T00:00:00.000Z,Functionality,Base station offline,Doorbell,Phone,In Progress,Tier 2,iOS,AU,12,0,1,3,0.18
7000235,CSE000235,2025-06-06T00:00:00.000Z,Connectivity,No live stream,Floodlight,Email,Closed,Tier 1,Android,US,11,0,1,5,0.62
7000236,CSE000236,2025-05-12T00:00:00.000Z,Billing,Subscription question,Chime,Community,Closed,Tier 2,iOS,UK,23,0,1,4,0.38
7000237,CSE000237,2025-07-10T00:00:00.000Z,Account,Device setup issue,Base Station,Phone,Closed,Tier 1,iOS,DE,13,0,1,5,1.0
7000238,CSE000238,2025-05-29T00:00:00.000Z,Functionality,Subscription question,Base Station,Phone,Closed,Tier 1,iOS,DE,17,0,0,4,1.0
7000239,CSE000239,2025-06-03T00:00:00.000Z,Functionality,Motion alerts delayed,Floodlight,Phone,Closed,Tier 1,Web,AU,22,0,1,1,-0.73
7000240,CSE000240,2025-06-28T00:00:00.000Z,Functionality,Refund request,Doorbell,Chat,Closed,Tier 1,iOS,DE,16,1,1,4,0.44
7000241,CSE000241,2025-07-26T00:00:00.000Z,Functionality,App login issues,Doorbell,Email,Closed,Tier 1,Android,US,13,0,1,3,0.4
7000242,CSE000242,2025-05-25T00:00:00.000Z,Inquiry,Motion alerts delayed,Camera,Phone,In Progress,Tier 1,Android,US,21,0,1,4,0.42
7000243,CSE000243,2025-05-24T00:00:00.000Z,Billing,Order status,Floodlight,Phone,Closed,Tier 1,Unknown,US,18,0,1,3,-0.02
7000244,CSE000244,2025-05-30T00:00:00.000Z,Billing,Base station offline,Base Station,Phone,Closed,Tier 1,Unknown,CA,11,2,1,1,-0.91
7000245,CSE000245,2025-06-05T00:00:00.000Z,Functionality,Order status,Chime,Phone,Closed,Tier 2,Android,US,19,0,1,5,0.77
7000246,CSE000246,2025-07-12T00:00:00.000Z,Inquiry,Refund request,Floodlight,Chat,Closed,Tier 1,iOS,UK,12,1,1,4,1.0
7000247,CSE000247,2025-07-30T00:00:00.000Z,Inquiry,No live stream,Base Station,Phone,Closed,Tier 2,Web,UK,20,1,1,4,0.38
7000248,CSE000248,2025-05-10T00:00:00.000Z,Inquiry,Order status,Base Station,Phone,Closed,Tier 1,Android,UK,27,1,1,4,0.65
7000249,CSE000249,2025-05-03T00:00:00.000Z,Shipping,No live stream,Base Station,Phone,Closed,Tier 3,iOS,CA,20,1,1,4,1.0
7000250,CSE000250,2025-06-17T00:00:00.000Z,Inquiry,App login issues,Chime,Phone,Closed,Tier 1,Android,AU,10,0,1,5,1.0
7000251,CSE000251,2025-05-10T00:00:00.000Z,Account,Subscription question,Doorbell,Chat,Closed,Tier 3,Android,CA,20,0,1,3,0.07
7000252,CSE000252,2025-06-04T00:00:00.000Z,Inquiry,Motion alerts delayed,Camera,Phone,Closed,Tier 1,iOS,US,17,1,1,3,0.41
7000253,CSE000253,2025-05-30T00:00:00.000Z,Inquiry,App login issues,Doorbell,Phone,Closed,Tier 1,iOS,CA,18,0,1,4,0.69
7000254,CSE000254,2025-07-14T00:00:00.000Z,Connectivity,Refund request,Doorbell,Chat,Closed,Tier 2,Android,CA,20,0,1,4,0.4
7000255,CSE000255,2025-05-12T00:00:00.000Z,Billing,Camera offline,Floodlight,Chat,Closed,Tier 2,iOS,AU,16,0,1,5,1.0
7000256,CSE000256,2025-07-04T00:00:00.000Z,Functionality,No live stream,Chime,Phone,Closed,Tier 1,Android,CA,16,0,1,5,0.71
7000257,CSE000257,2025-05-01T00:00:00.000Z,Billing,Order status,Doorbell,Phone,Closed,Tier 1,iOS,DE,17,1,1,1,-0.9
7000258,CSE000258,2025-05-25T00:00:00.000Z,Inquiry,App login issues,Camera,Phone,Closed,Tier 1,iOS,DE,7,1,1,5,1.0
7000259,CSE000259,2025-05-26T00:00:00.000Z,Billing,Device setup issue,Floodlight,Chat,Closed,Tier 1,iOS,DE,11,1,1,5,1.0
7000260,CSE000260,2025-06-27T00:00:00.000Z,Inquiry,Order status,Camera,Phone,Closed,Tier 1,iOS,US,13,0,1,3,-0.37
7000261,CSE000261,2025-07-14T00:00:00.000Z,Inquiry,Order status,Camera,Chat,Closed,Tier 2,Android,AU,12,0,1,3,-0.12
7000262,CSE000262,2025-07-06T00:00:00.000Z,Connectivity,Device setup issue,Camera,Phone,Closed,Tier 1,iOS,AU,17,0,1,5,0.86
7000263,CSE000263,2025-06-27T00:00:00.000Z,Functionality,No live stream,Floodlight,Phone,Escalated,Tier 2,iOS,AU,15,0,1,4,0.3
7000264,CSE000264,2025-05-13T00:00:00.000Z,Connectivity,Device setup issue,Floodlight,Chat,Closed,Tier 2,Android,CA,8,2,1,4,0.9
7000265,CSE000265,2025-05-06T00:00:00.000Z,Inquiry,Subscription question,Base Station,Phone,In Progress,Tier 1,iOS,AU,8,0,1,5,1.0
7000266,CSE000266,2025-07-22T00:00:00.000Z,Inquiry,Subscription question,Chime,Email,Closed,Tier 3,Android,DE,17,1,1,3,0.44
7000267,CSE000267,2025-05-23T00:00:00.000Z,Connectivity,Camera offline,Chime,Email,Closed,Tier 2,Android,US,20,0,1,3,0.39
7000268,CSE000268,2025-05-23T00:00:00.000Z,Inquiry,Refund request,Floodlight,Phone,In Progress,Tier 1,Android,AU,19,0,0,3,-0.26
7000269,CSE000269,2025-07-14T00:00:00.000Z,Inquiry,Motion alerts delayed,Doorbell,Email,Closed,Tier 1,Web,US,29,0,0,3,0.2
7000270,CSE000270,2025-06-28T00:00:00.000Z,Functionality,Camera offline,Chime,Chat,Closed,Tier 1,Android,AU,13,0,1,4,0.73
7000271,CSE000271,2025-07-01T00:00:00.000Z,Connectivity,Subscription question,Doorbell,Email,Closed,Tier 2,Android,US,24,1,1,4,-0.05
7000272,CSE000272,2025-07-27T00:00:00.000Z,Account,App login issues,Floodlight,Phone,Closed,Tier 1,iOS,AU,9,1,1,4,1.0
7000273,CSE000273,2025-05-10T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Email,Closed,Tier 1,iOS,DE,27,0,1,5,1.0
7000274,CSE000274,2025-06-26T00:00:00.000Z,Inquiry,Subscription question,Camera,Phone,Closed,Tier 1,iOS,DE,25,1,1,4,0.32
7000275,CSE000275,2025-06-03T00:00:00.000Z,Inquiry,Order status,Chime,Phone,Closed,Tier 2,Web,DE,28,2,1,3,0.47
7000276,CSE000276,2025-06-25T00:00:00.000Z,Inquiry,Motion alerts delayed,Chime,Chat,Closed,Tier 1,iOS,DE,14,0,1,5,0.29
7000277,CSE000277,2025-05-30T00:00:00.000Z,Connectivity,Motion alerts delayed,Chime,Community,Closed,Tier 1,Web,AU,12,0,1,2,-0.54
7000278,CSE000278,2025-07-21T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Phone,Closed,Tier 3,iOS,UK,10,0,1,3,-0.02
7000279,CSE000279,2025-05-01T00:00:00.000Z,Billing,Order status,Base Station,Phone,Closed,Tier 1,Unknown,AU,19,2,0,1,-0.94
7000280,CSE000280,2025-06-03T00:00:00.000Z,Functionality,No live stream,Doorbell,Phone,Closed,Tier 1,Android,DE,20,1,1,4,0.5
7000281,CSE000281,2025-06-22T00:00:00.000Z,Functionality,Camera offline,Base Station,Community,Escalated,Tier 1,Android,CA,15,0,1,4,0.5
7000282,CSE000282,2025-07-29T00:00:00.000Z,Functionality,No live stream,Base Station,Community,Closed,Tier 2,iOS,UK,15,0,1,3,0.45
7000283,CSE000283,2025-07-17T00:00:00.000Z,Connectivity,Motion alerts delayed,Chime,Phone,Closed,Tier 1,Web,CA,18,0,1,1,-0.18
7000284,CSE000284,2025-06-16T00:00:00.000Z,Connectivity,Refund request,Base Station,Email,Escalated,Tier 2,iOS,UK,14,0,1,4,0.26
7000285,CSE000285,2025-06-23T00:00:00.000Z,Functionality,Device setup issue,Chime,Community,Closed,Tier 1,Web,CA,37,0,1,3,-0.11
7000286,CSE000286,2025-05-30T00:00:00.000Z,Inquiry,Camera offline,Chime,Email,Closed,Tier 1,iOS,US,14,1,1,5,1.0
7000287,CSE000287,2025-06-19T00:00:00.000Z,Inquiry,App login issues,Camera,Phone,Closed,Tier 1,Android,UK,18,0,1,2,-0.54
7000288,CSE000288,2025-05-22T00:00:00.000Z,Connectivity,Base station offline,Camera,Phone,Closed,Tier 1,Android,DE,28,0,1,4,0.5
7000289,CSE000289,2025-05-04T00:00:00.000Z,Account,App login issues,Camera,Phone,Closed,Tier 2,Unknown,AU,12,1,1,5,0.63
7000290,CSE000290,2025-07-13T00:00:00.000Z,Functionality,Order status,Chime,Chat,Closed,Tier 1,Android,DE,25,0,1,4,0.79
7000291,CSE000291,2025-07-02T00:00:00.000Z,Functionality,Refund request,Floodlight,Phone,Closed,Tier 1,Android,US,5,0,1,4,0.29
7000292,CSE000292,2025-05-02T00:00:00.000Z,Functionality,No live stream,Chime,Email,Closed,Tier 3,iOS,CA,24,0,1,4,-0.03
7000293,CSE000293,2025-05-08T00:00:00.000Z,Shipping,Refund request,Camera,Phone,In Progress,Tier 2,Android,DE,20,0,1,4,0.27
7000294,CSE000294,2025-05-01T00:00:00.000Z,Inquiry,Base station offline,Chime,Chat,Closed,Tier 1,Android,CA,18,1,1,4,0.35
7000295,CSE000295,2025-06-12T00:00:00.000Z,Functionality,Camera offline,Chime,Email,In Progress,Tier 1,Android,CA,18,0,1,5,1.0
7000296,CSE000296,2025-05-19T00:00:00.000Z,Functionality,Order status,Chime,Phone,Closed,Tier 2,Android,US,6,0,1,2,-0.25
7000297,CSE000297,2025-06-19T00:00:00.000Z,Connectivity,Motion alerts delayed,Chime,Phone,Closed,Tier 3,Android,US,28,0,1,2,-0.27
7000298,CSE000298,2025-05-04T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Email,Closed,Tier 2,Web,UK,11,0,1,5,0.96
7000299,CSE000299,2025-07-08T00:00:00.000Z,Account,Camera offline,Base Station,Email,Closed,Tier 1,Android,UK,14,0,1,4,0.52
7000300,CSE000300,2025-07-08T00:00:00.000Z,Shipping,Motion alerts delayed,Chime,Chat,Closed,Tier 2,Android,DE,21,1,1,5,1.0
7000301,CSE000301,2025-05-13T00:00:00.000Z,Connectivity,Refund request,Chime,Phone,Closed,Tier 2,iOS,CA,16,0,1,3,0.16
7000302,CSE000302,2025-05-26T00:00:00.000Z,Inquiry,Subscription question,Doorbell,Chat,Closed,Tier 2,iOS,CA,25,1,1,5,1.0
7000303,CSE000303,2025-05-12T00:00:00.000Z,Inquiry,Device setup issue,Base Station,Community,Escalated,Tier 1,Android,DE,13,0,1,3,0.06
7000304,CSE000304,2025-07-22T00:00:00.000Z,Functionality,Subscription question,Doorbell,Phone,In Progress,Tier 3,iOS,AU,12,0,1,2,-0.64
7000305,CSE000305,2025-07-06T00:00:00.000Z,Inquiry,Order status,Chime,Email,Closed,Tier 1,Android,CA,18,0,1,5,0.63
7000306,CSE000306,2025-06-19T00:00:00.000Z,Functionality,Device setup issue,Camera,Phone,Escalated,Tier 2,iOS,US,22,2,1,5,1.0
7000307,CSE000307,2025-06-06T00:00:00.000Z,Account,No live stream,Doorbell,Phone,Closed,Tier 1,Android,DE,10,0,1,4,0.94
7000308,CSE000308,2025-05-23T00:00:00.000Z,Shipping,Device setup issue,Chime,Email,Closed,Tier 1,Web,UK,19,0,1,4,0.31
7000309,CSE000309,2025-05-09T00:00:00.000Z,Functionality,No live stream,Doorbell,Phone,Closed,Tier 1,Unknown,UK,18,0,1,2,-0.06
7000310,CSE000310,2025-07-13T00:00:00.000Z,Account,Refund request,Floodlight,Chat,Closed,Tier 1,Web,CA,15,2,1,4,0.67
7000311,CSE000311,2025-07-21T00:00:00.000Z,Inquiry,Order status,Doorbell,Email,Closed,Tier 1,Android,CA,11,0,1,4,0.48
7000312,CSE000312,2025-05-04T00:00:00.000Z,Account,No live stream,Floodlight,Chat,Closed,Tier 1,Android,DE,17,1,1,1,-0.41
7000313,CSE000313,2025-05-24T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Email,Closed,Tier 1,Web,US,11,0,1,5,0.69
7000314,CSE000314,2025-07-25T00:00:00.000Z,Connectivity,Order status,Floodlight,Email,Closed,Tier 1,iOS,CA,26,0,0,5,0.61
7000315,CSE000315,2025-07-15T00:00:00.000Z,Inquiry,Refund request,Doorbell,Chat,Escalated,Tier 2,iOS,AU,19,0,1,4,0.81
7000316,CSE000316,2025-06-01T00:00:00.000Z,Functionality,Motion alerts delayed,Floodlight,Chat,Closed,Tier 1,iOS,CA,13,0,1,3,0.23
7000317,CSE000317,2025-05-30T00:00:00.000Z,Shipping,App login issues,Doorbell,Phone,Closed,Tier 1,Android,AU,19,0,1,2,-0.0
7000318,CSE000318,2025-06-20T00:00:00.000Z,Billing,Device setup issue,Doorbell,Community,Closed,Tier 1,iOS,US,28,0,0,3,0.44
7000319,CSE000319,2025-06-24T00:00:00.000Z,Billing,No live stream,Floodlight,Phone,Closed,Tier 1,Android,AU,15,2,1,3,0.2
7000320,CSE000320,2025-07-23T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Community,Closed,Tier 1,Web,CA,11,1,1,3,-0.17
7000321,CSE000321,2025-05-26T00:00:00.000Z,Billing,Base station offline,Chime,Phone,Closed,Tier 1,Android,DE,30,1,1,3,-0.23
7000322,CSE000322,2025-07-22T00:00:00.000Z,Connectivity,Device setup issue,Doorbell,Email,Closed,Tier 2,Web,US,20,1,1,1,-1.0
7000323,CSE000323,2025-06-29T00:00:00.000Z,Inquiry,Refund request,Chime,Email,Closed,Tier 2,Android,UK,21,1,1,2,-0.04
7000324,CSE000324,2025-06-26T00:00:00.000Z,Connectivity,Base station offline,Chime,Phone,Closed,Tier 1,Web,DE,23,1,1,2,-0.28
7000325,CSE000325,2025-05-01T00:00:00.000Z,Inquiry,Refund request,Chime,Chat,Escalated,Tier 1,Android,US,3,0,1,3,-0.71
7000326,CSE000326,2025-05-22T00:00:00.000Z,Connectivity,Camera offline,Base Station,Phone,Closed,Tier 2,Android,AU,16,0,1,1,-1.0
7000327,CSE000327,2025-05-03T00:00:00.000Z,Inquiry,Camera offline,Doorbell,Chat,Closed,Tier 1,iOS,UK,17,0,1,3,0.19
7000328,CSE000328,2025-07-20T00:00:00.000Z,Inquiry,Subscription question,Base Station,Community,Closed,Tier 2,Web,CA,11,0,1,3,0.21
7000329,CSE000329,2025-06-22T00:00:00.000Z,Functionality,App login issues,Base Station,Phone,Closed,Tier 1,iOS,CA,26,2,1,5,0.82
7000330,CSE000330,2025-07-04T00:00:00.000Z,Billing,No live stream,Chime,Chat,Closed,Tier 1,iOS,US,17,0,1,2,-0.19
7000331,CSE000331,2025-07-12T00:00:00.000Z,Connectivity,Subscription question,Chime,Phone,Closed,Tier 1,iOS,UK,15,1,1,5,1.0
7000332,CSE000332,2025-05-22T00:00:00.000Z,Connectivity,Refund request,Base Station,Phone,Closed,Tier 3,iOS,US,17,0,1,5,0.62
7000333,CSE000333,2025-06-22T00:00:00.000Z,Functionality,No live stream,Camera,Phone,Closed,Tier 1,Web,CA,6,1,1,1,-1.0
7000334,CSE000334,2025-06-05T00:00:00.000Z,Inquiry,Device setup issue,Camera,Chat,Closed,Tier 2,iOS,US,18,1,1,2,-0.19
7000335,CSE000335,2025-05-09T00:00:00.000Z,Functionality,Motion alerts delayed,Base Station,Phone,In Progress,Tier 1,iOS,CA,23,0,1,3,0.37
7000336,CSE000336,2025-05-09T00:00:00.000Z,Inquiry,Base station offline,Chime,Phone,Closed,Tier 1,Web,DE,18,0,1,3,0.19
7000337,CSE000337,2025-05-10T00:00:00.000Z,Inquiry,App login issues,Camera,Phone,Closed,Tier 1,Android,CA,14,0,1,1,-0.92
7000338,CSE000338,2025-06-07T00:00:00.000Z,Connectivity,Refund request,Camera,Phone,Closed,Tier 1,Android,US,20,0,1,3,0.3
7000339,CSE000339,2025-05-08T00:00:00.000Z,Functionality,Camera offline,Camera,Email,Closed,Tier 1,Web,CA,3,0,0,2,0.07
7000340,CSE000340,2025-06-10T00:00:00.000Z,Functionality,Device setup issue,Base Station,Phone,Escalated,Tier 1,iOS,US,8,0,1,3,0.38
7000341,CSE000341,2025-06-01T00:00:00.000Z,Inquiry,Order status,Base Station,Email,Closed,Tier 1,iOS,CA,25,0,1,1,-1.0
7000342,CSE000342,2025-05-21T00:00:00.000Z,Functionality,Subscription question,Camera,Chat,Closed,Tier 1,Web,US,22,0,1,5,0.93
7000343,CSE000343,2025-06-11T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Email,Escalated,Tier 1,iOS,UK,18,1,1,3,-0.03
7000344,CSE000344,2025-07-02T00:00:00.000Z,Billing,Refund request,Floodlight,Email,Escalated,Tier 1,Web,CA,19,1,1,2,-0.57
7000345,CSE000345,2025-05-16T00:00:00.000Z,Connectivity,Motion alerts delayed,Doorbell,Phone,Escalated,Tier 1,iOS,DE,11,2,1,4,1.0
7000346,CSE000346,2025-05-17T00:00:00.000Z,Inquiry,Base station offline,Floodlight,Phone,Closed,Tier 2,Android,CA,32,1,0,2,-0.58
7000347,CSE000347,2025-06-16T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Community,Closed,Tier 1,Android,UK,20,0,1,5,1.0
7000348,CSE000348,2025-07-30T00:00:00.000Z,Functionality,Refund request,Chime,Chat,Closed,Tier 2,iOS,UK,22,0,1,5,0.72
7000349,CSE000349,2025-07-22T00:00:00.000Z,Inquiry,Order status,Chime,Chat,Escalated,Tier 1,Android,AU,12,0,1,4,0.22
7000350,CSE000350,2025-07-05T00:00:00.000Z,Inquiry,App login issues,Doorbell,Email,Closed,Tier 1,Android,US,9,1,1,2,-0.23
7000351,CSE000351,2025-07-04T00:00:00.000Z,Connectivity,Device setup issue,Base Station,Chat,In Progress,Tier 1,Android,CA,25,0,1,3,-0.31
7000352,CSE000352,2025-06-26T00:00:00.000Z,Billing,Device setup issue,Base Station,Chat,In Progress,Tier 1,iOS,DE,4,1,1,5,1.0
7000353,CSE000353,2025-05-24T00:00:00.000Z,Connectivity,Base station offline,Base Station,Phone,Closed,Tier 2,Android,DE,24,1,1,2,-0.44
7000354,CSE000354,2025-07-21T00:00:00.000Z,Functionality,Device setup issue,Base Station,Chat,Closed,Tier 1,Android,DE,23,0,1,4,0.33
7000355,CSE000355,2025-05-13T00:00:00.000Z,Connectivity,Refund request,Base Station,Community,Closed,Tier 1,Web,CA,19,0,1,4,0.81
7000356,CSE000356,2025-05-10T00:00:00.000Z,Account,App login issues,Doorbell,Chat,Closed,Tier 2,iOS,UK,27,0,1,4,0.32
7000357,CSE000357,2025-05-01T00:00:00.000Z,Connectivity,Order status,Camera,Chat,Closed,Tier 1,Web,UK,17,1,1,4,1.0
7000358,CSE000358,2025-07-28T00:00:00.000Z,Connectivity,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,Web,AU,9,0,1,3,0.05
7000359,CSE000359,2025-06-29T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Phone,Closed,Tier 1,iOS,CA,5,0,1,5,0.63
7000360,CSE000360,2025-05-30T00:00:00.000Z,Billing,Refund request,Doorbell,Phone,Closed,Tier 1,Android,AU,30,0,1,4,0.73
7000361,CSE000361,2025-05-09T00:00:00.000Z,Billing,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,iOS,UK,18,0,1,5,1.0
7000362,CSE000362,2025-06-21T00:00:00.000Z,Billing,Subscription question,Floodlight,Community,In Progress,Tier 1,Android,UK,11,0,1,5,1.0
